,epoch,train_RMSE,valid_RMSE,test_RMSE,t1/2_difference,train_r2,valid_r2,test_r2
0,1,1.623456944158302,1.6317178077331824,1.587738294423421,0.43995776263282654,-0.3838803689640392,-0.44828897299039544,-0.3664069392582863
1,2,1.5666636581569406,1.5642182157722058,1.6102067886362015,0.5771707490270219,-0.22860421453507543,-0.22589753446281252,-0.339464980905248
2,3,1.184837432242997,1.1849509534650706,1.2371590260555065,0.4558555051487977,0.27946643542136146,0.27211509407592366,0.19580865152400728
3,4,0.6236251443716466,0.682295339543828,0.93509057567521,0.3995546512892722,0.8026996607806041,0.7605568247861909,0.5493405009508657
4,5,0.43846951331166545,0.49715146638734176,0.9213754708003782,0.3795409319384885,0.9022527557585333,0.870103540987734,0.5623201956673635
5,6,0.3418531611981736,0.4022342824482795,0.8854254957287713,0.42024800917961685,0.9384177267026516,0.9131438443156792,0.5955027221551435
6,7,0.2817619621236319,0.3347063274438346,0.8769273360842217,0.3717050814327227,0.9599197255740837,0.9400785557782025,0.603944041791585
7,8,0.3128774308424146,0.38889631593506335,0.8740527143517927,0.3706092879450631,0.9495671297917422,0.9215878981581227,0.6065903677668928
8,9,0.27519557528238225,0.33941479622102294,0.8571624974512115,0.35405328450543977,0.9611596776585749,0.940497123335853,0.6216292617061502
9,10,0.2951662893767826,0.3536116507850122,0.8630358320029432,0.3703168906207985,0.9543032411163411,0.9292129415787518,0.6164925207372454
10,11,0.25921148303365327,0.29732092781113756,0.8169914379061078,0.326023582047699,0.9649265841106066,0.9484350992084953,0.6562753895908771
11,12,0.24858944388079154,0.3160706460378694,0.8344598889078467,0.32570528967551227,0.9679729077748551,0.945391577720402,0.6414058835879516
12,13,0.23177594271695057,0.2684665906319484,0.8348741924814057,0.3312330999793304,0.9724579146161026,0.962040357284024,0.6409180188520901
13,14,0.20001158273467387,0.25728220696558723,0.8319404485201666,0.35429485485586926,0.9797850690770907,0.961176143684885,0.6435100183961847
14,15,0.22219900508803683,0.26894799092589083,0.8373334971097828,0.35891616867022363,0.9744244875738806,0.9579529322999731,0.6390053087812625
15,16,0.22773008387175603,0.2788976745835211,0.8331939433347075,0.3463664986664563,0.9734664792725232,0.9560562650084021,0.6425876625759999
16,17,0.18005075678700852,0.22064521153142597,0.807614096523374,0.3567553784506132,0.983351844466567,0.9732506635749486,0.664137444605345
17,18,0.17269099048902514,0.21274650079087767,0.8265433226864974,0.36858039541611165,0.9845813897038853,0.972974900614591,0.6482267247466442
18,19,0.20746653796466646,0.24491520949597417,0.8173205511059154,0.3351363659350488,0.9761795061100063,0.9612660008459757,0.6561104367241964
19,20,0.15975303663407442,0.2002179100015246,0.8079230420787289,0.34407048905846876,0.9872118875977283,0.9764257498228842,0.663962340490189
20,21,0.20245873649501042,0.23593428495973034,0.8253531540419287,0.3323020927976268,0.976073639208672,0.9637072963541673,0.6491758809616244
21,22,0.15734291451249216,0.1962056758910808,0.813038585115579,0.3400915829690479,0.9871440097107795,0.979437704204224,0.6596319867971541
22,23,0.171321899040063,0.19864129152206256,0.8103153731774858,0.3487973417609585,0.9845182972852738,0.9779530694890628,0.6619173772556372
23,24,0.1507557308922306,0.1698688250828024,0.7948560517799771,0.336869551113507,0.9884887066974228,0.9838356056781011,0.674762075324985
24,25,0.16078515232636598,0.1874897593378199,0.8015755554485,0.3463488923802345,0.9859785265575102,0.9755933786114825,0.6691150544757257
25,26,0.1623777539648184,0.19163431177064727,0.8173369852326564,0.34346256215439525,0.9858115785595485,0.9789129938376716,0.6560082762780233
26,27,0.15275712222155358,0.1893937042820853,0.8146260753174589,0.3592358597129323,0.9871504972309451,0.9800831065630563,0.6583619294559682
27,28,0.1464496279109521,0.16433818867100414,0.8128438229089614,0.3514206384458775,0.9885760322756912,0.9848809806388006,0.659859908135467
28,29,0.13616772579769226,0.1621461023445641,0.8142488030986345,0.347377413198562,0.9905486494585197,0.9853195799056467,0.6587220847433766
29,30,0.13203148946469376,0.15242002802504556,0.8016683687282559,0.35253113787455004,0.9908988629168984,0.9871208384429571,0.6691320555929515
30,31,0.14436392769499184,0.17545057655496143,0.819659260727088,0.3521870484570617,0.9884556643168791,0.9836375178191373,0.6540816644462089
31,32,0.1340256038469981,0.1598987880011298,0.8125953591657533,0.355782651045058,0.9903878476180921,0.9854473176896054,0.6601030020043417
32,33,0.11906550894684872,0.14510077236878582,0.8110356194305114,0.36946555725041247,0.9928159701536506,0.9883721490073836,0.661418584241038
33,34,0.12509667775398198,0.146023914293121,0.8063444430826294,0.3571259428116754,0.9919951410239065,0.9879347741039354,0.6653061248715613
34,35,0.12302185112607955,0.1533574232980434,0.7997063038170518,0.36019122497624323,0.992153606062374,0.9865977234853018,0.6708032195890038
35,36,0.11736180923861965,0.14677364958840428,0.8017494706418912,0.35498088446935816,0.9930472151019044,0.98733662910741,0.6691073999363816
36,37,0.12620752816229258,0.1489622600383878,0.7983293697378171,0.34993825286315694,0.9917112937194178,0.9878413658673099,0.6718854921109491
37,38,0.12261720822524654,0.14877746475387194,0.7902959291140407,0.3485253560059684,0.9923009678604957,0.9873575641653101,0.6784962389669564
38,39,0.11853592232726211,0.1413227246303473,0.7968778259151403,0.34135814755180316,0.9927892378128854,0.9891942726619967,0.6731166219024122
39,40,0.12428273834129558,0.14123099536026745,0.8021494347832606,0.36727744039018034,0.992003573775003,0.9888029429639072,0.6687727621711753
40,41,0.12080008556550245,0.14356645134434148,0.8057745975496206,0.3500505406164339,0.9925365497479893,0.988570520205206,0.6657830721153944
41,42,0.11554615680657791,0.12775208579182398,0.8084080980375383,0.34911184262082223,0.9932250327423494,0.9908802628181895,0.6635761151150597
42,43,0.11457416684533932,0.1279419159350685,0.8037523327042972,0.345108169770764,0.9933725609222248,0.9904851622148627,0.6674512944746543
43,44,0.11125044683391638,0.13296636620543165,0.8051426073868827,0.34763890967337924,0.9937616825550615,0.9901260094334143,0.6663086891502756
44,45,0.1132251056163149,0.12560296042516036,0.8028287142557335,0.34515737824097675,0.9935518934821446,0.9909308814740492,0.668231918615209
45,46,0.11466296452946619,0.12816579552338098,0.8085137681083696,0.33333341314354836,0.9933382919884393,0.990485838692298,0.6635032227418043
46,47,0.1236779670662016,0.1405143421169355,0.8191862344679832,0.3707504602595869,0.9919311540147907,0.9889210506662659,0.6545416686598278
47,48,0.11252354716001059,0.12348749968347002,0.8108246849762575,0.3459815521896679,0.9935766169463631,0.9910848030944136,0.661553158244282
48,49,0.11673101551510931,0.1334141385436165,0.7928559540305369,0.3472321252290374,0.99312420879385,0.9897233565253529,0.6764132189010391
49,50,0.10800600171401302,0.1261060100079116,0.7930574064805412,0.33708862421800123,0.9941068437641336,0.9908754177848953,0.6762499838550449
50,51,0.11089837460396416,0.12372789481896662,0.7901292186443138,0.33764755645997846,0.9937778090362677,0.9912639365594581,0.6786372593033839
51,52,0.10870601135713612,0.12224253993210803,0.7867147860433236,0.3384539694959406,0.994031238982552,0.9916079693129806,0.6814215768446222
52,53,0.11104667015887974,0.12333845814844406,0.7930535039946381,0.3373435956273292,0.9938053769924536,0.9914935797001018,0.6762658904033739
53,54,0.10844764240701192,0.12365132094917582,0.8023032818873835,0.35045802281090305,0.9940534035136924,0.9912620583644569,0.6686643350166571
54,55,0.10876659992180482,0.12255698202052626,0.7950585861232038,0.33547137586536796,0.9940369061322958,0.9914201644286118,0.6746044965226186
55,56,0.10905537612637337,0.12054216090037588,0.8027812140913207,0.34329834393288855,0.9940052326390232,0.9917480301116293,0.6682595621186509
56,57,0.1078664905186664,0.12109086845603942,0.8031651171866834,0.3463413217845871,0.9941314241271707,0.9917118555697073,0.6679579441083281
57,58,0.1060510311399255,0.12274649624312142,0.8034027271433954,0.3392998262434522,0.9943481141684007,0.9915634674989707,0.6677372407555865
58,59,0.10590878123348271,0.12363493441061649,0.8022072996579663,0.3405928144569802,0.9943585373882122,0.9915250112606746,0.6687452905212915
59,60,0.10520372235609927,0.11874249765737266,0.8072713481907478,0.3583828999522866,0.9944169994451124,0.9921340488917814,0.6645482782784526
60,61,0.10478222290830616,0.12187457145402955,0.8108578579188273,0.3602955597388913,0.9944608820605227,0.9918662239734346,0.6615361630808743
61,62,0.10545786811092302,0.11850766076290739,0.7931719288368294,0.35391757453981154,0.9943951819938469,0.9920744698853383,0.6761700857730399
62,63,0.10596246944394194,0.12096172658040576,0.7987588931031067,0.360585101174633,0.994353126767578,0.9918901177484567,0.6715874952755148
63,64,0.1059777919061466,0.12392696825816671,0.8017643400213359,0.34680049086409015,0.9943469580150076,0.9914110973579764,0.6690594300508298
64,65,0.10633699859623351,0.11960254658425695,0.8017527430794191,0.3483465397193453,0.994300949005629,0.9920833724831597,0.669095869412929
65,66,0.10746526402928828,0.12257272716996273,0.7920058603821964,0.34253275316674664,0.9941999874580544,0.9916295009152588,0.6770907108235952
66,67,0.10589931645971351,0.11913956288188221,0.7963134037050738,0.34235751548680543,0.9943588704707989,0.9921349962561852,0.6735750685803903
67,68,0.10525580254707863,0.1172718442187171,0.7996513905946128,0.35181456320738025,0.9944339477503444,0.9922553166584865,0.6708541477685319
68,69,0.10555353042159552,0.12436326382502635,0.8048020627413198,0.35512165056829287,0.9943832610538139,0.9915062889086823,0.666599958654843
69,70,0.10627280776776574,0.11795793734968678,0.8161141615984036,0.35479590999244576,0.9943282295161184,0.9922902798198144,0.6571617674689456
70,71,0.10638788506062462,0.11617663753965654,0.8146574140529822,0.3522802941368345,0.9943203481268789,0.9922732598647397,0.6583422505074716
71,72,0.10749335952237601,0.11748188171388466,0.8190667046093164,0.36521609705300295,0.9941761307022384,0.9922574526427391,0.6546537930637395
72,73,0.10508665403187445,0.11515803174419068,0.8157623125735715,0.3537644607096494,0.9944472118907459,0.9924379593448934,0.6574033044095658
73,74,0.10755736163407678,0.11698223921330357,0.8211030905498446,0.3515199194608287,0.9941974920114793,0.9922685961199849,0.6529408482452734
74,75,0.10553086501905262,0.11997013691237965,0.8300218899021093,0.36082818405116945,0.9943986455760871,0.9920207258845929,0.6453468061144967
75,76,0.10761229626807818,0.11748543281181105,0.8224803625711476,0.35983456852012297,0.9941799109308395,0.99211643019893,0.6517485256368271
76,77,0.10573722418431708,0.11797094738939173,0.8416870416385859,0.35877941785632156,0.9943632568827209,0.9922403448258754,0.6353311987292991
77,78,0.10501894813041424,0.1177776087371654,0.8522321562401434,0.36515454616753484,0.9944532170942837,0.9921411653410381,0.6261359145469731
78,79,0.10749245893517016,0.11782197444386308,0.8533388678771455,0.35859611750178516,0.9941908725914926,0.9922802946162896,0.6251492407601775
79,80,0.10574080535165328,0.11473758209063653,0.8361013241318883,0.35497539170252185,0.9943685918934351,0.9926384607545605,0.640146126780756
80,81,0.10683718089877152,0.11770501577540063,0.8263340530347045,0.3525541323034246,0.9942550941690771,0.9921945191860082,0.6484970908472977
81,82,0.11152167761094409,0.11539604260111466,0.8309901763319878,0.36436576086295475,0.9937761783453716,0.9922700808714756,0.6445481957856225
82,83,0.12801623689406288,0.1357862426181728,0.8340898241653335,0.36594451058529076,0.9916993364581883,0.9891887038503946,0.6418419540186242
83,84,0.1060903823685184,0.11265679851004813,0.8532579823735267,0.3752982888883627,0.994355938175825,0.9927842130801169,0.6252187852734796
84,85,0.1175485284513269,0.11988891893473745,0.8443260161929501,0.37184387202147723,0.992962011152966,0.9915163925657489,0.6330057714761192
85,86,0.1067293567632767,0.11377979873252882,0.8466863870426351,0.35248569080302367,0.9942601504625623,0.9926148218341098,0.6309888880962282
86,87,0.10499190448039597,0.11632468029467642,0.8432126013509589,0.36736903760950645,0.9944582453163047,0.9924425711570202,0.6340156302646118
87,88,0.10952343052383924,0.12104042517398794,0.83699077172586,0.36387693118510794,0.9939249401553413,0.9919133728015055,0.639363988360941
88,89,0.1057965277746979,0.113664628406753,0.835471484171396,0.366961975246611,0.9943694364349973,0.9926062502655855,0.6406931170149932
89,90,0.10941545200176195,0.11864563065497742,0.8357417006295481,0.3590345377909082,0.9940093494025204,0.9921260832066702,0.6404681581492737
90,91,0.10564949255926673,0.11609594827850087,0.8296197685595192,0.3516058153163778,0.9943849724971013,0.9924533909048247,0.6456584149416678
91,92,0.10975755196049986,0.11727146718884043,0.8210039286641602,0.3567475963642776,0.9939852736641541,0.9922318259112224,0.6530200722809509
92,93,0.10772033118198114,0.11913091584646669,0.8306126972124919,0.3602034080712176,0.9941710135940097,0.9922344344192391,0.6448761022599389
93,94,0.10649772157535209,0.11211636279951512,0.8335936677440913,0.3586654758590091,0.9942957307638606,0.9930146852212797,0.6422975931602334
94,95,0.10662275313656322,0.11573300363710401,0.8388463181198317,0.3532477628454754,0.994276140022901,0.99255074676155,0.6377546522950887
95,96,0.12297595865427118,0.13276497873627807,0.842308777671888,0.3413480885792198,0.9920610371339214,0.9908930048673122,0.6347442751229491
96,97,0.11521379972774545,0.12387162691627236,0.8352424060848733,0.3596498425461871,0.9933509046155875,0.991484701692199,0.6409031918454609
97,98,0.11601515993748301,0.12199960358560782,0.8527973271978944,0.3847436013300543,0.9932749447397473,0.9915945351546028,0.6256225245211194
98,99,0.12024859366377652,0.13653706815869412,0.8479180326848876,0.3625086472822857,0.9924198217238815,0.9900602876212501,0.6298971349233634
99,100,0.10700382784024742,0.11454841129613247,0.8574793225554034,0.3669054629753821,0.9942497206230412,0.9926322409387961,0.6215084566727052
